lokasi;Sentimen;komentar
Air terjun toroan;Positif;Air terjun yang bagus. Tiket masuk murah sekitar 5 ribu per orang. Air terjunnya jernih, dan langsung berseberangan dengan laut.
Air terjun toroan;Positif;"Tempatnya bagus selain air terjun ,diatasnya jg ada rest area.
parkir 5rb+masuk 5rb (hari biasa)"
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Mantap
Air terjun toroan;Negatif;Pemandangan yg indah, adem pula suasanyanya meskipun pinggir laut. Cuman air terjunya hanya ada ketika musim hujan
Air terjun toroan;Positif;tempat wisata yg keren dan recomended bgt buat dikunjungi, apalagi kuliner dan es degannya yg bner2 bisa buat kita move on dari mantan?? …
Air terjun toroan;Negatif;Ada restorannya, harga murah, rasa pas aja poin 7. Hati2 ke lokasi air terjunnya, jalan agak licin dusim hujan.
Air terjun toroan;Negatif;Karena habis hujan jadi airnya keruh
Air terjun toroan;Netral;Terpantau masih seperti dulu ?? …
Air terjun toroan;Positif;Pemandangan eksotis pinggir laut
Air terjun toroan;Positif;Oke
Air terjun toroan;Positif;Indah sekali.. Tempatnya bersih dan sudah dikelola dengan baik. Kesini sewaktu musim kemarau, aliran air terjunnya cukup deras dan benar2 berwarna tosca ??. Ada cafe ATT yang menyediakan berbagai menu masakan dengan view pantai yang indah, …
Air terjun toroan;Positif;Bagussss banget... lokasi nya dari sampang kota sekitar 1.5 jam di tempuh dg mobil. Tiket masuk cuma 5rb/org. Parkir mobil 5rb. Deket sama tempat makan view nya juga bagus. Makanan nya juga enak. Rekomendasi ikan bakar, sama ikan bumbu 3 …
Air terjun toroan;Positif;untuk view air terjunnya bagus sekalii
Air terjun toroan;Positif;View nya bagus sekali apalagi pas sowrey² ???? …
Air terjun toroan;Positif;Spot lokasi wisata yang wajib kita kunjung ketika berkunjung ke pulau Madura
Air terjun toroan;Netral;Desa Karang Anyar  Bangkit
Air terjun toroan;Negatif;2/6/21. Pemandangan di sini bagus karena memadukan air terjun dan laut. Harga tiket masuknya murah, 5k/orang. Tapi perawatan dan pengembangannya kurang. Banyak sampah. Harga parkir juga agak mahal untuk ukuran wisata yang hanya satu obyek, 5k/motor R2. Kalau ada yang mau ditanya, silakan. Jangan lupa like juga.
Air terjun toroan;Positif;"07 november 2020
Unik jg air terjun di pinggir laut
Saran saya kalau ingin lihat airnya bagus jernih berkunjung kesini pas musim …"
Air terjun toroan;Positif;"Wisata air terjun toroan...
Airnya sungai langsung terjun ke laut...
Tempatnya terawat dan bagus dilihatnya... …"
Air terjun toroan;Netral;Air terjun yang indah dan langsung jatuh di tepi pantai utara Pulau Madura
Air terjun toroan;Positif;Viewnya bagus, tempatnya jg nyaman buat family time. Makanannya jg enaak
Air terjun toroan;Negatif;Tempatnya bagus gaes y, apalagi klo lgi bukan musim penghujan,,, klo lgi musim hujan airnya coklat gk bening gaesss...
Air terjun toroan;Negatif;Bagusss sekali... tapi tetap hal yang perlu di perbaiki adalah sampah.. mari kurangi penggunaan plastik. Thanks
Air terjun toroan;Positif;Tempat santai bersama  kelurga dan kerabat. Dengan nuasa alam yang sangat indah dipandang..
Air terjun toroan;Negatif;"Tempat Yang Indah....??????
Tapi Kebersihan Sedikit Perlu/Kurang Terjaga...?????? …"
Air terjun toroan;Netral;Pastikan klo mo kesini pas air lgi pasang, lebih keren.
Air terjun toroan;Positif;tempatnya bagus...cocok untuk wisata keluarga
Air terjun toroan;Positif;Sangat indah, dan cocok banget bagi para wisatawan yang ingin memanjakan mata untuk melihat pemandangan yang sangat indah, karena air terjunnya beda bukan di pegunungan tapi di tepi pantai.
Air terjun toroan;Negatif;Bagus viewnya, hanya saja tulisan Toroan nya yg dibuat terlalu dekat dengan air terjun, untuj fotografer yg ingin capture air terjun jadi terganggu dengan icon tulisan itu, toilet tersedia
Air terjun toroan;Positif;Emang tak s alami n sbagus yg dulu tp ttp eksotik n nyaman buat bersantai..tiket masuk 5 rb k lokasi air terjun...
Air terjun toroan;Negatif;Mungkin saya datang di waktu yang salah, karena waktu kesana tempatnya tidak sebagus ekspektasi saya. Juga disana tidak disarankan untuk bermain air, sehingga hanya sekedar objek foto saja
Air terjun toroan;Negatif;Air terjun toroan adalan wisata alam Madura yg sangat bagus, namun masih sangat memerlukan sentuhan tangan pofesional dan investor utk pengembangannya yg lebih bagus lagi.
Air terjun toroan;Negatif;Bagus buat selfi alami dgn latar airterjun yg keren. Jangan berenang krn dalam sekali
Air terjun toroan;Negatif;"View nya indah menawan ...
Sayang kurang perawatan .....
Berharap kedepannya air terjun Toroan ini dirawat dengan baik,oleh pemkab maupun  swasta asli daerah."
Air terjun toroan;Negatif;Bagus viewnya, sayang sedikit kebersihan air dan pantainya kurang terjaga.
Air terjun toroan;Negatif;Harusnya bisa lebih bagus & menarik sayangnya banyak sampah di pantai & air terjunnya
Air terjun toroan;Positif;Panoramanya bagus,  perlu kreativitas utk penambahan area di pantai dan penambahan fasilitas
Air terjun toroan;Positif;Bagus banget buat spot foto instagram. Obyeknya bagus & unik
Air terjun toroan;Positif;Bagus langsung menjorok ke lautan
Air terjun toroan;Positif;Cukup bagus, bisa untuk tempat foto prewedding.
Air terjun toroan;Positif;Akan terasa lebih indah ketika menjelang matahari terbenam.
Air terjun toroan;Positif;"Cantik ... eksotis
Air terjun air tawar langsung didepan ombak pantai..."
Air terjun toroan;Positif;Keindahan air terjun yang mengalirr , so beautyfull
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Bagus musim kemarau airnya bening
Air terjun toroan;Positif;pemandangan lautnya jg bagus
Air terjun toroan;Positif;Objek wisata yg sangat keren
Air terjun toroan;Positif;Pemandangannya indah sekali?? …
Air terjun toroan;Positif;Bagus pemandangan nya
Air terjun toroan;Positif;Indah
Air terjun toroan;Positif;"Murah meriah
Malah kadang gratis"
Air terjun toroan;Positif;Bagus pemandangannya
Air terjun toroan;Negatif;Bagus sayang jauh
Air terjun toroan;Positif;Keren Pokoknya... ?? …
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Keren
Air terjun toroan;Positif;Indah banget
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Indah
Air terjun toroan;Positif;Pemandangan yang indah
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Tempat yang indah
Air terjun toroan;Positif;Strategis dan cantik
Air terjun toroan;Negatif;Pemandangan bagus, masih alami. Perlu lebih banyak mengelola untuk membuat yang terbaik
Air terjun toroan;Positif;Pemandangan bagus saat Matahari berada di Utara
Air terjun toroan;Positif;"Dulu lumayan sering ke sini.
Salah satu destinasi paling favorit kalau hendak hunting foto landscape di Pulau Madura. …"
Air terjun toroan;Negatif;"25-10-2021
Tiket masuk 5rb/orang, anak2 free
Batu karang nya sampai hampir ke tengah, air sekitar air terjun agak keruh, tp …"
Air terjun toroan;Negatif;"Sengkok oreng ketapang cong.. dus nodusih

Sangat TIDAK rekomendasi,. …"
Air terjun toroan;Negatif;"Secara pemandangan, air terjun ini biasa saja sebenarnya, aku bahkan meragukan kata ""air terjun"" karena tingginya yang cuma beberapa meter saja. Jalan sebentar dari parkiran dan air terjun langsung terlihat, gak butuh treking panjang. …"
Air terjun toroan;Positif;Tempatnya nyaman, banyak spot foto nya juga ada tempat parkir buat mobil juga, dan ketika masuk harus turun tangga dulu kaya destinasi wisata biasanya yaaa ???? …
Air terjun toroan;Positif;Sudah di kelola dg baik dan bisa jd rujuan wisata anda. Ini adalah hasil gambar yg sy ambil secara pribadi saat bwrkunjung kesini
Air terjun toroan;Positif;View air terjun oke, Akses dekat dengan jalan utama, fasilitas cukup oke..
Air terjun toroan;Netral;Cocok sebagai tempat refreshing, piknik, atau tour bersama keluarga.
Air terjun toroan;Negatif;Pas kesini aliran air terjunnya deres banget, mungkin karena lagi musim hujan ?? …
Air terjun toroan;Positif;Tempat parkir luas. Air terjun alami
Air terjun toroan;Netral;"Pengambilan Foto
Dari Wisata Air Terjun Toroan???? …"
Air terjun toroan;Negatif;Tukang parkirnya malak dengan dalih penitipan helm, helm hilang memang resiko sendiri. Tapi malah diringkes sama tukang parkirnya dan ditaruh pos penitipan. Jadi bayar 2500. Pemalakan dengan modus penitipan paksa. KECEWA
Air terjun toroan;Netral;Ngopi,nyantai cocok kl kesini
Air terjun toroan;Positif;Sdh beberapa kali kesini.. Ndak pernah  bosan... Must visit place... Beautiful viewing
Air terjun toroan;Negatif;Air terjun yang langsung jatuh ke laut, tidak boleh berenang disekelilingnya
Air terjun toroan;Positif;"tambah baguus...
sudah dikelola masyarakat sekitar.
semoga makin ramai"
Air terjun toroan;Positif;Wisata air terjun tepi pantai yang sejuk, mau siangpun suasana tetap sejuk..
Air terjun toroan;Positif;Cukup satu kata,.Mantapp...?????? …
Air terjun toroan;Netral;lumayan lah
Air terjun toroan;Positif;Tempat yang cocok untuk ngadem.
Air terjun toroan;Positif;Suasana air terjun di pulau garam Madura kecamatan Ketapang kabupaten Sampang Jawa timur
Air terjun toroan;Negatif;Spot fotonya diperbanyak biar ga bosen
Air terjun toroan;Negatif;Perlu di upgrade lagi biar lebih waw
Air terjun toroan;Negatif;Perlu penataan ulang,hingga menambah keajaiban
Air terjun toroan;Positif;Mamtaap jooss g rugi trip ke sini
Air terjun toroan;Netral;Dua bintang dulu,lihat my cennel youtube
Air terjun toroan;Positif;Lokasi Aman dan bersahabat
Air terjun toroan;Negatif;Kurang terawat
Air terjun toroan;Positif;Semoga terus berkembang
Air terjun toroan;Netral;Wisata ini tetangga saya
Air terjun toroan;Positif;Akses yang sangat mudah
Air terjun toroan;Negatif;Tempat yg kumuh
Air terjun toroan;Positif;Menyenangkan
Air terjun toroan;Netral;Lumayan lah
Air terjun toroan;Positif;Pemandangan yang ciamik
Air terjun toroan;Positif;Lumayan oke
Air terjun toroan;Netral;Saya kos disini
Air terjun toroan;Negatif;Terbayar
Air terjun toroan;Positif;Bgs
Air terjun toroan;Positif;Segar
Air terjun toroan;Negatif;Butek
Air terjun toroan;Positif;Sip
Air terjun toroan;Positif;Sering berkunjung
Air terjun toroan;Positif;Air terjun di pinggir pantai....luar biasa bukan ?? …
Air terjun toroan;Netral;Sungai jatuh ke laut
Air terjun toroan;Netral;Kor periksa settong dereh
Air terjun toroan;Negatif;Perlu ditingkatkan lagi
Air terjun toroan;Negatif;Alhamdulillah,Segala puji bagi Allah,tuhan tunggal,Esa....cuma dipingir banyak sampah...kalau bisa pengurus mungut biaya masuk, tiap hari bersihkan sampahnya?
Air terjun toroan;Negatif;Kurang memuaskan, pelayanan kurang , parkir masih kena mahal.
Air terjun toroan;Negatif;"Tidak seperti awal opening...
Dan sampah berserakan"
Air terjun toroan;Negatif;Tempat nya kotor, dan sempit
Air terjun toroan;Positif;Tempatnya bagus bgt, senang kalau liburan ketempat4 kaya gini. Bikin happy, dan air terjun nya bagus bgt
Air terjun toroan;Negatif;Bagus namun belum bersih pantainya, kalau saja dirawat dan dibersihkan akan sangat amat indah
Air terjun toroan;Positif;Tempatnya bagus bnget.... alternatif liburan sekolah, bersama keluarga
Air terjun toroan;Positif;Pemandangan indah, ada warung makan dengan andalan sea food yang maknyus
Air terjun toroan;Positif;Lumayan buat healing tipis2 dg budget yg murah
Air terjun toroan;Positif;Air terjun Bagus Saluran Langsung masuk ke laut
Air terjun toroan;Positif;"Pemandangan bagus
Tempat nyaman"
Air terjun toroan;Positif;Bagus & lumayan bersih
Air terjun toroan;Positif;Ciptaan TUHAN..Sangat bagus
Air terjun toroan;Positif;keren, dan bafus banget
Air terjun toroan;Negatif;Lokasi yang indah namun jika Anda pergi ke hulu polusi menghilangkan keindahan air terjun.
Air terjun toroan;Positif;Tempat yang damai dan indah! Waktu terbaik untuk pergi ke sini adalah matahari terbenam (yang sayangnya,
Air terjun toroan;Positif;Masya Allah, ciptaan Tuhan itu indah, sayang sekali jika tidak dinikmati
Air terjun toroan;Positif;Sangat sejuk berrasa dibawah air terjun dengam air sungai yg bercampur dengan air laut yg begitu bening
Air terjun toroan;Positif;Tempat yang satu ini tergolong unik dan menarik buat dikunjungi, karena air terjunnya langsung tumpah dan menyatu dengan laut. Aliran air terjunnya berasal dari hulu sungai yang berada diatas air terjun.
Air terjun toroan;Positif;area parkir cukup, air bersih, fasilitas cukup memadai..
Air terjun toroan;Positif;Terhibur ada restorant menyediakan karaoke segala
Air terjun toroan;Netral;Ceritanya singkat tapi kenangannya begitu mengikat
Air terjun toroan;Netral;Sumpah ini pengalaman terbaik
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Sangat sangat keren
Air terjun toroan;Positif;Air terjun yang menakjubkan
Air terjun toroan;Positif;Keren banget sih, saya kesini waktu sore jadi hasil fotonya keren. Masuk cuma bayar parkir aja kok. Buat ke air terjunnya juga dekat, turun sedikit aja dari parkiran. Di dekat parkiran juga terdapat penjual makanan dan minuman lesehan yang langsung view ke arah pantainya
Air terjun toroan;Positif;Tempat sngat strategis, tepat di sebelah jalan raya, pemandangan sangat bagus, apalagi ketika pagi dan sore, ditambah dengan desain cafe yg sangat cantik serta dinding tangga yang cerah2
Air terjun toroan;Positif;Tdk rugi dtg ke tempat ini .... jalan nya enak, gak terlalu jauh .... akses masuk ke air terjun sangat dekat .... jalannya enak .... air terjun bagus .....
Air terjun toroan;Positif;Wisata asik... sederhana.. bagus buat selfi dan foto...harga tiket masuk cuman 3000
Air terjun toroan;Positif;Lokasi ini cocok bangrt buat berlibur bagi keluarga dan spot yang bagus untuk mengabadikan momen senja..silahkan follow ig saya @onezliano bonus follback ?? …
Air terjun toroan;Positif;Pantai bagus,ada tempat makan,ada air terjun menuju laut
Air terjun toroan;Positif;Lumayan bagus lokasi wisatanya..
Air terjun toroan;Positif;Air nya hijau ke biruan bagus... jangan sampe dikotori ya... supaya tetep bagus
Air terjun toroan;Negatif;bagus potensi alamnya tapi pengololaannya belum maksimal mungkin dikarenakan masih berbasis mandiri
Air terjun toroan;Negatif;Bagus.... Hanya kebersihan kurang terawat
Air terjun toroan;Negatif;Bagus sih... cuman kurang terawat. Mungkin karena air terjun langsung ke laut itu kali ya.. jadi sensasi bermain air di bawah percikan air terjun nya gak ada sama sekali. Jadi cukup bintang 4 aja ya.
Air terjun toroan;Negatif;Air terjun toroan adalah air terjun yg langsung bertemu dengan pantai seandainya penambangan pasir tidak dilakukan pantai toroan dan airterjun nya akan menjadi pariwisata paling bagus di pulau madura tapi sayang kita harus melihat air terjun dan pantai yg sudah habis pasirnya waktu saya sd saya akui pantai toroan paling bagus
Air terjun toroan;Positif;"Wisata alam yg bener"" bagus , terasa didlm gua yg terdapat air terjun yg lsg turun di dasar laut , sungguh pemandangan yg sangat bagus ?????? …"
Air terjun toroan;Positif;Bagus dan bersih
Air terjun toroan;Negatif;Tempat wisata yg bagus dan masih alami perlu sedikit lagi sentuhan agar lebih menarik wisatawan
Air terjun toroan;Positif;Tempatnya lumayan bagus, cocok banget untuk foto long exposure, rekomendasi waktu terbaik yaitu sore
Air terjun toroan;Positif;Tempat yg amat sangat indah dan nyaman ....saudaraku hayo berkunjung tempat ini biaya masuk dan parkir murah meriah
Air terjun toroan;Positif;"Air terjun yg menghadap langsung ke Laut....view sunset nya indah sekali
Cek ig kita @tbagusw"
Air terjun toroan;Positif;Lumayan bagus air terjunnya.mau musim hujan atau kemarau airnya ttp ada
Air terjun toroan;Positif;Ini air terjun paling bagus, keren banget.. Cocok banget buat ngilangin penat
Air terjun toroan;Positif;Suasana alamnya sangat indah karena merupakan perpaduan antara air terjun dengan laut
Air terjun toroan;Positif;Tempat rekreasi di madura dekat pinggir laut tapi ada air terjunya, masih natural, bagus untuk keluarga
Air terjun toroan;Positif;Tempat berlibur yg menyenangkan untuk pasangan dan keluarga dan meikmati air terjun.... yg indah
Air terjun toroan;Positif;Bagus tempatnya.... pinter2 ambil spot foto aja...
Air terjun toroan;Positif;Pemandangan bagus dan ada tempat makannya cukup enak..
Air terjun toroan;Positif;Air Terjun Toroan berada di Ketapang Sampang Madura. Bagus banget pemandangan nya
Air terjun toroan;Positif;Lumayan bagus.....
Air terjun toroan;Positif;Bagus, yg pasti tempatnya sejuk dong
Air terjun toroan;Negatif;Bagus sih cuma kurangnya sarana yg mendukung
Air terjun toroan;Positif;Pemandangan yg menghipnotis mata akan keindahan alam
Air terjun toroan;Positif;pemandangan pantai yang indah
Air terjun toroan;Negatif;Bagus, lebih bagus lagi kalau dikelola dan dibangun.
Air terjun toroan;Positif;Keren
Air terjun toroan;Positif;Kalo sunset kayaknya lebih bagus
Air terjun toroan;Positif;Air terjunnya indah sejuk
Air terjun toroan;Positif;Bagus tapi maaf tidak sempat ambil foto
Air terjun toroan;Positif;Indah sekali
Air terjun toroan;Positif;Tempatnya bagus buat kesehatan
Air terjun toroan;Positif;Tempatnya sangat bagus,
Air terjun toroan;Positif;Indah
Air terjun toroan;Positif;Wisata murah meriah
Air terjun toroan;Positif;Bagus udaranya seger
Air terjun toroan;Positif;Bagus untuk ber wisata
Air terjun toroan;Positif;Indah sekali, tidak akan menyesal ?? …
Air terjun toroan;Positif;Bagus tempatnya
Air terjun toroan;Positif;Bagus oke
Air terjun toroan;Negatif;Tak sebagus di foto
Air terjun toroan;Negatif;Tdk seindah sprti gambarnya
Air terjun toroan;Positif;Bagusnya tdk terduga
Air terjun toroan;Positif;Suasanax Indah menyenangkan
Air terjun toroan;Positif;Bagus sekali
Air terjun toroan;Positif;Tempatnya bagus
Air terjun toroan;Positif;bagus dan dan minim biaya
Air terjun toroan;Positif;Suasana yang bagus
Air terjun toroan;Positif;Keren
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Beberapa tahun yang lalu ketika saya pertama kali mengunjungi tempat ini, itu bagus, semuanya dibuat oleh alam, tetapi hari ini saya melihat peningkatan besar yang menjadikannya lebih baik. Bahkan ada sebuah kafe! Selamat, Sampang!
Air terjun toroan;Negatif;"Tampilan yang menarik dan gambar yang indah seolah-olah menggambar dari imajinasi
Tapi itu butuh perawatan, pembersihan, dan penataan
Untuk melengkapi pariwisata"
Air terjun toroan;Positif;Bagus...
Air terjun toroan;Positif;Bagus
Air terjun toroan;Positif;Pulau Madura ternyata mempunyai obyek wisata air terjun juga, sy pikir Madura hanya mempunyai obyek wisata bukit kapur dan pantai saja. Ternyata Madura mempunyai obyek wisata yang menakjubkan salah satunya adalah air terjun Toroan. …
Air terjun toroan;Negatif;Dari Sumenep ke air terjun yang berada di utara ini benar2 butuh perjuangan. Melewati hutan2 sepi dan perbukitan serta jalannya banyak lubang. Sampai Ketapang sudah malan dan nginap di spbu karena satu2nya homestay sdh full. Pagi2 ke air …
Air terjun toroan;Negatif;"Nice view. Tp ga sanggup naek turun tangganya sih.
Blm diexplore banget jg soalnya. Letaknya juga di jalur utara madura yg masih baru banget.
Masih sepi tempatnya."
Air terjun toroan;Negatif;Jarang-jarang ada air terjun di pinggir pantai nih.Reccomend banget kesini, tapi emang harus sabar di perjalanan, agak jauh memang …
Air terjun toroan;Positif;Sangat menarik hati pemandangannya dan bikin liburan bersama keluarga semakin berkesan
Air terjun toroan;Negatif;Tempatnya sudah berkembang, akan tetapi untuk masalah kebersihan di bebatuannya harap dijaga lebih baik lagi
Air terjun toroan;Positif;"Viewnya asyiik...
Air terjun tp langsung laut
Kebanyakan air terjun di gunung naah ini di laut …"
Air terjun toroan;Positif;Tempat yg nyaman buat menikmati sunset
Air terjun toroan;Positif;"Sekarang parkir sudah luas...
Kalau kesini mending sore...senja sore sungguh pemandangan nya"
Air terjun toroan;Netral;Air terjun yang langsung jatuh ke pantai.
Air terjun toroan;Positif;Lokasi yg terjangkau dr area parkir n nyaman utk keluarga
Air terjun toroan;Positif;Tanpa tiket masuk hanya bayar parkir, afa kulinernya juga
Air terjun toroan;Positif;Wajib lihat tuk dukung destinasi wisata alam kota sampang, ayoo main kesana
Air terjun toroan;Netral;Air Terjun Toroan di pinggir laut utara Pulau Madura dekat kota kecil Ketapang Kabupaten Sampang. …
Air terjun toroan;Positif;Air Terjun Toroan berada dekat tepian jalan raya , sehingga akses untuk kesana mudah dan cepat kalau kita mau turun melihat secara langsung air terjunnya apalagi tepat berada ditepian pantai.Suasananya sangat nyaman dan terasa dingin karena …
Air terjun toroan;Positif;Lokasinya berada di pinggir jalan, gampang dicari. Free,ga ada HTM, cm bayar parkir aja. Enak buat sekedar berfoto dan santai²an sekeluarga. Lengkap ada warung lesehan, musholla dan parkiran.
